id,category_l1,category_l2,category_l3,scope,priority,question,question_aliases,answer_short,answer_detail,answer_format,keywords,tags,entities,related_ids,difficulty,era_start,era_end,region,language,fact_type,confidence,source_type,source_ref,content_flags,updated_at
WC-WCED-02042,历届世界杯,第02届1934意大利,德国胜瑞典,world_cup,5,1934年德国对瑞典?,1934德国瑞典,德国1/8决赛2比1胜瑞典晋级。,瑞典为北欧代表，当届止步16强。,fact,"1934,德国,瑞典,2比1","历届,1934,意大利",tournament:1934年意大利世界杯|team:德国|team:瑞典,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02043,历届世界杯,第02届1934意大利,匈牙利表现,world_cup,5,1934年匈牙利成绩?,1934匈牙利,匈牙利1/4决赛2比2后重赛1比2负奥地利出局。,匈牙利为中欧足球传统强队之一。,fact,"1934,匈牙利,奥地利,出局","历届,1934,意大利",tournament:1934年意大利世界杯|team:匈牙利|team:奥地利,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02044,历届世界杯,第02届1934意大利,巴西表现,world_cup,5,1934年巴西成绩?,1934巴西,巴西1/8决赛1比3负西班牙，首轮出局。,巴西首届1930后第二届仍未能突破。,fact,"1934,巴西,西班牙,出局","历届,1934,意大利",tournament:1934年意大利世界杯|team:巴西|team:西班牙,,入门,1934,1934,南美,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02045,历届世界杯,第02届1934意大利,阿根廷表现,world_cup,5,1934年阿根廷成绩?,1934阿根廷,阿根廷1/8决赛2比3负瑞典，首轮出局。,南美球队当届整体表现不及欧洲。,fact,"1934,阿根廷,瑞典,出局","历届,1934,意大利",tournament:1934年意大利世界杯|team:阿根廷|team:瑞典,,入门,1934,1934,南美,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02046,历届世界杯,第02届1934意大利,荷兰表现,world_cup,5,1934年荷兰成绩?,1934荷兰,荷兰1/8决赛2比3负瑞士，首轮出局。,荷兰首次参赛世界杯即止步16强。,fact,"1934,荷兰,瑞士,首轮","历届,1934,意大利",tournament:1934年意大利世界杯|team:荷兰|team:瑞士,,入门,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02047,历届世界杯,第02届1934意大利,法国表现,world_cup,5,1934年法国成绩?,1934法国,法国1/8决赛2比3负奥地利，首轮出局。,法国未能复制1930攻入首球的历史亮点。,fact,"1934,法国,奥地利,出局","历届,1934,意大利",tournament:1934年意大利世界杯|team:法国|team:奥地利,,入门,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02048,历届世界杯,第02届1934意大利,比利时表现,world_cup,5,1934年比利时成绩?,1934比利时,比利时1/8决赛1比5负德国，大比分出局。,德国进攻效率当届出色。,fact,"1934,比利时,德国,1比5","历届,1934,意大利",tournament:1934年意大利世界杯|team:比利时|team:德国,,入门,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02049,历届世界杯,第02届1934意大利,美国表现,world_cup,5,1934年美国成绩?,1934美国,美国1/8决赛1比7负意大利，首轮出局。,较1930季军成绩大幅回落。,fact,"1934,美国,意大利,出局","历届,1934,意大利",tournament:1934年意大利世界杯|team:美国|team:意大利,,入门,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02050,历届世界杯,第02届1934意大利,埃及参赛,world_cup,5,1934年有非洲球队吗?,1934埃及,埃及为当届唯一非洲参赛队，1/8决赛2比4负匈牙利。,埃及为首个参加世界杯决赛圈的非洲球队。,fact,"1934,埃及,非洲,匈牙利","历届,1934,意大利",tournament:1934年意大利世界杯|team:埃及|team:匈牙利,,进阶,1934,1934,非洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02051,历届世界杯,第02届1934意大利,重赛规则,world_cup,5,1934年淘汰赛可重赛吗?,1934重赛,当届淘汰赛平局可重赛，意大利对西班牙用过此规则。,现代世界杯淘汰赛以加时点球决胜。,fact,"1934,重赛,平局,规则","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02052,历届世界杯,第02届1934意大利,裁判选派,world_cup,5,1934年决赛主裁是谁?,1934决赛裁判,瑞典裁判伊万·埃克隆德执法决赛。,当时国际裁判交流仍处早期阶段。,fact,"1934,埃克隆德,裁判,决赛","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02053,历届世界杯,第02届1934意大利,无换人,world_cup,5,1934年能换人吗?,1934换人,当时规则不允许替补换人，11人须踢完全场。,与现代五换人规则差异显著。,fact,"1934,无换人,规则,11人","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02054,历届世界杯,第02届1934意大利,无红黄牌,world_cup,5,1934年有红黄牌吗?,1934红黄牌,1970年前无红黄牌制度，裁判以口头警告为主。,研究1934比赛需对照当时竞赛规则。,fact,"1934,无红黄牌,规则,1970","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02055,历届世界杯,第02届1934意大利,转播方式,world_cup,5,1934年如何观赛?,1934转播,电视尚未普及，主要靠电台与报纸报道。,意大利本土观赛热情受政治宣传推动。,fact,"1934,电台,报纸,无电视","历届,1934,意大利",tournament:1934年意大利世界杯,,入门,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02056,历届世界杯,第02届1934意大利,比赛场馆,world_cup,5,1934年用了几座球场?,1934球场,共8座球场分布于8座城市。,罗马国家体育场承办开幕与决赛。,fact,"1934,八球场,八城,罗马","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02057,历届世界杯,第02届1934意大利,米兰球场,world_cup,5,1934年米兰承办哪些赛?,1934米兰,米兰圣西罗与尤文图斯主场区域球场承办部分淘汰赛。,米兰为意大利足球重镇之一。,fact,"1934,米兰,圣西罗,淘汰","历届,1934,意大利",tournament:1934年意大利世界杯|venue:圣西罗,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02058,历届世界杯,第02届1934意大利,都灵球场,world_cup,5,1934年都灵角色?,1934都灵,都灵承办部分1/8决赛场次。,都灵为尤文图斯等传统强队所在城市。,fact,"1934,都灵,1/8,球场","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02059,历届世界杯,第02届1934意大利,那不勒斯,world_cup,5,1934年那不勒斯承办?,1934那不勒斯,那不勒斯承办部分淘汰赛比赛。,南部城市扩大赛事全国覆盖。,fact,"1934,那不勒斯,淘汰,南部","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02060,历届世界杯,第02届1934意大利,最高比分,world_cup,5,1934年最大比分差?,1934大比分,意大利7比1胜美国为当届最大比分之一。,奥地利6比0胜美国亦为高比分场次。,fact,"1934,7比1,意大利,美国","历届,1934,意大利",tournament:1934年意大利世界杯|team:意大利|team:美国,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02061,历届世界杯,第02届1934意大利,南美整体,world_cup,5,1934年南美球队表现?,1934南美,巴西、阿根廷均首轮出局，南美当届无四强。,欧洲主场优势与旅行因素共同作用。,fact,"1934,南美,首轮,出局","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02062,历届世界杯,第02届1934意大利,欧洲主导,world_cup,5,1934年哪洲球队占优?,1934欧洲,四强全为欧洲球队：意、捷、德、奥。,标志世界杯格局从南美向欧洲扩散。,fact,"1934,欧洲,四强,主导","历届,1934,意大利",tournament:1934年意大利世界杯,,入门,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02063,历届世界杯,第02届1934意大利,意大利防线,world_cup,5,1934年意大利防守特点?,1934意大利防守,波佐强调组织防守，纳萨齐式后防基因为后世蓝衣军团传统。,决赛顶住捷克反扑最终夺冠。,fact,"1934,意大利,防守,波佐","历届,1934,意大利",tournament:1934年意大利世界杯|team:意大利,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02064,历届世界杯,第02届1934意大利,捷克足球,world_cup,5,1934捷克足球地位?,1934捷克,捷克斯洛伐克首次决赛圈即闯入决赛，展现中欧实力。,内耶德利等球员留名世界杯史。,fact,"1934,捷克,决赛,中欧","历届,1934,意大利",tournament:1934年意大利世界杯|team:捷克斯洛伐克,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02065,历届世界杯,第02届1934意大利,德国崛起,world_cup,5,1934年德国足球信号?,1934德国,德国获季军显示其世界杯竞争力上升。,为1954伯尔尼奇迹奠定人才与经验基础。,fact,"1934,德国,季军,崛起","历届,1934,意大利",tournament:1934年意大利世界杯|team:德国,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02066,历届世界杯,第02届1934意大利,瑞士主办前,world_cup,5,1934与1954瑞士对比?,1934对比1954,1934意大利纯淘汰16队；1954瑞士引入更复杂分组淘汰。,两届均在欧洲举办但赛制已演进。,comparison,"1934,1954,赛制,对比","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02067,历届世界杯,第02届1934意大利,与1930对比,world_cup,5,1934与1930赛制差异?,1934对比1930,1930有小组+淘汰，1934直接16队单败淘汰。,1934扩至16队并恢复三四名赛。,comparison,"1934,1930,赛制,对比","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02068,历届世界杯,第02届1934意大利,后续届次,world_cup,5,1934后下一届在哪?,1938下一届,1938年第三届世界杯在法国举办。,意大利1938年成功卫冕，创连霸纪录。,timeline,"1938,法国,下一届,卫冕","历届,1934,意大利",tournament:1934年意大利世界杯,,入门,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02069,历届世界杯,第02届1934意大利,二战影响,world_cup,5,1934后世界杯停办?,二战停办,1942与1946年因二战停办，1950年在巴西恢复。,1934—1938连续两届欧洲主办后中断。,timeline,"1934,二战,停办,1950","历届,1934,意大利",tournament:1934年意大利世界杯,,入门,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02070,历届世界杯,第02届1934意大利,官方名称,world_cup,5,1934年官方叫什么?,1934官方名称,英文官方名称为1934 FIFA World Cup，中文常称第二届世界杯。,早期报章亦用世界足球锦标赛等译名。,definition,"1934,官方名称,World Cup,第二届","历届,1934,意大利",tournament:1934年意大利世界杯,,入门,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02071,历届世界杯,第02届1934意大利,吉祥物,world_cup,5,1934年有吉祥物吗?,1934吉祥物,当届无官方吉祥物，吉祥物传统为后来届次建立。,1966英格兰世界杯常被视为吉祥物营销起点之一。,fact,"1934,无吉祥物,传统,后来","历届,1934,意大利",tournament:1934年意大利世界杯,,入门,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02072,历届世界杯,第02届1934意大利,用球,world_cup,5,1934年比赛用什么球?,1934用球,使用棕色皮革手工缝制足球，与现代电视用球差异大。,不同比赛可能使用不同品牌球。,fact,"1934,用球,皮革,手工","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02073,历届世界杯,第02届1934意大利,球衣号码,world_cup,5,1934年球衣有号码吗?,1934背号,早期球衣背号制度不完善，与现代固定背号不同。,1934比赛照片显示背号使用并不统一。,fact,"1934,背号,球衣,早期","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02074,历届世界杯,第02届1934意大利,FIFA主席,world_cup,5,1934年FIFA主席是谁?,1934 FIFA主席,朱尔·雷米特仍任FIFA主席，推动世界杯延续。,雷米特杯以他的名字命名。,fact,"1934,雷米特,FIFA,主席","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02075,历届世界杯,第02届1934意大利,预选赛,world_cup,5,1934年有预选赛吗?,1934预选赛,当届有预选赛，16个决赛圈名额经各洲预选产生。,较1930邀请制更规范，但覆盖面仍有限。,fact,"1934,预选赛,16队,名额","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02076,历届世界杯,第02届1934意大利,意大利队长,world_cup,5,1934年意大利队长是谁?,1934意大利队长,朱塞佩·梅阿查为场上核心与象征性队长角色。,决赛场上领导进攻线。,fact,"1934,梅阿查,队长,意大利","历届,1934,意大利",tournament:1934年意大利世界杯|team:意大利|player:梅阿查,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02077,历届世界杯,第02届1934意大利,闭幕庆祝,world_cup,5,1934年如何庆祝闭幕?,1934闭幕庆祝,意大利全国庆祝夺冠，雷米特杯在罗马公开展示。,政治宣传与民间足球热情交织。,fact,"1934,庆祝,雷米特杯,罗马","历届,1934,意大利",tournament:1934年意大利世界杯|team:意大利,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02078,历届世界杯,第02届1934意大利,文化影响,world_cup,5,1934对意大利足球影响?,1934文化,夺冠强化蓝衣军团国家象征，波佐模式影响后世。,1938卫冕进一步巩固意大利足球地位。,fact,"1934,文化,意大利,蓝衣","历届,1934,意大利",tournament:1934年意大利世界杯|team:意大利,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02079,历届世界杯,第02届1934意大利,观赛人数,world_cup,5,1934年上座率特点?,1934观众,罗马决赛入场约5.5万人，当时属大型赛事规模。,墨索里尼政权鼓励大众观赛。,fact,"1934,观众,上座,罗马","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02080,历届世界杯,第02届1934意大利,技术报告,world_cup,5,1934年官方档案在哪查?,1934档案,FIFA官方历史与当届技术报告为权威数据口径。,部分早期统计经后世档案研究修正。,fact,"1934,FIFA,档案,技术报告","历届,1934,意大利",tournament:1934年意大利世界杯,,专业,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02081,历届世界杯,第02届1934意大利,数据概览,world_cup,5,1934年世界杯数据概览?,1934数据概览,16队、17场、70球；意大利冠军，内耶德利5球最佳射手。,欧洲首办、东道主夺冠、乌拉圭缺席为关键标签。,list,"1934,数据,概览,16队","历届,1934,意大利",tournament:1934年意大利世界杯,,入门,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02082,历届世界杯,第02届1934意大利,历史意义,world_cup,5,1934年世界杯历史意义?,1934历史意义,标志世界杯进入欧洲、纯淘汰扩军与政治化语境。,意大利首冠开启欧洲球队世界杯黄金时代。,timeline,"1934,历史意义,欧洲,首冠","历届,1934,意大利",tournament:1934年意大利世界杯,,入门,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02083,历届世界杯,第02届1934意大利,知识索引,world_cup,5,1934年世界杯要点速览?,1934速览,第二届、意大利冠军、16队淘汰、斯奇亚维奥绝杀、内耶德利5球。,乌拉圭抵制、欧洲四强、三四名德国为速记要点。,list,"1934,速览,要点,意大利","历届,1934,意大利",tournament:1934年意大利世界杯,,入门,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02084,历届世界杯,第02届1934意大利,决赛氛围,world_cup,5,1934决赛现场氛围?,1934决赛氛围,罗马国家体育场决赛气氛热烈，政治宣传色彩浓厚。,捷克斯洛伐克球迷远途赴场但数量有限。,fact,"1934,决赛,氛围,罗马","历届,1934,意大利",tournament:1934年意大利世界杯,,进阶,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02085,历届世界杯,第02届1934意大利,意大利门将,world_cup,5,1934年意大利门将?,1934意大利门将,詹皮耶罗·孔布伊把守意大利大门，决赛表现稳定。,孔布伊为当时意甲顶级门将之一。,fact,"1934,孔布伊,门将,意大利","历届,1934,意大利",tournament:1934年意大利世界杯|team:意大利|player:孔布伊,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02086,历届世界杯,第02届1934意大利,捷克门将,world_cup,5,1934年捷克门将?,1934捷克门将,弗兰蒂舍克·普拉尼奇卡把守捷克斯洛伐克大门。,决赛虽败仍被视为捷克足球传奇门将。,fact,"1934,普拉尼奇卡,门将,捷克","历届,1934,意大利",tournament:1934年意大利世界杯|team:捷克斯洛伐克|player:普拉尼奇卡,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02087,历届世界杯,第02届1934意大利,瑞士表现,world_cup,5,1934年瑞士成绩?,1934瑞士,瑞士1/8决赛2比3胜荷兰后，1/4决赛0比2负捷克斯洛伐克。,瑞士展现主场欧洲中小球队竞争力。,fact,"1934,瑞士,荷兰,八强","历届,1934,意大利",tournament:1934年意大利世界杯|team:瑞士|team:荷兰,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02088,历届世界杯,第02届1934意大利,罗马尼亚表现,world_cup,5,1934年罗马尼亚成绩?,1934罗马尼亚,罗马尼亚1/8决赛1比2负捷克斯洛伐克，首轮出局。,罗马尼亚为东欧参赛代表之一。,fact,"1934,罗马尼亚,捷克,出局","历届,1934,意大利",tournament:1934年意大利世界杯|team:罗马尼亚|team:捷克斯洛伐克,,入门,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02089,历届世界杯,第02届1934意大利,捷克斯洛伐克,world_cup,5,1934年捷克斯洛伐克全称?,1934捷克国名,当届参赛队为捷克斯洛伐克国家队，1993后分裂为捷克与斯洛伐克。,历史档案中常用捷克斯洛伐克称谓。,definition,"1934,捷克斯洛伐克,国名,分裂","历届,1934,意大利",tournament:1934年意大利世界杯|team:捷克斯洛伐克,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-02090,历届世界杯,第02届1934意大利,西班牙足球,world_cup,5,1934年西班牙亮点?,1934西班牙,西班牙1/8决赛3比1胜巴西，1/4决赛与意大利重赛出局。,为当届南美杀手之一。,fact,"1934,西班牙,巴西,意大利","历届,1934,意大利",tournament:1934年意大利世界杯|team:西班牙|team:巴西,,进阶,1934,1934,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03001,历届世界杯,第03届1938法国,届次概览,world_cup,5,1938年世界杯是第几届?,第三届世界杯|1938届次,1938年法国世界杯为男子世界杯第3届。,FIFA于1938年在法国举办，欧洲连续第二届主办。,fact,"1938,第3届,法国,欧洲","历届,1938,法国",tournament:1938年法国世界杯,,入门,1938,1938,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03002,历届世界杯,第03届1938法国,冠军,world_cup,5,1938年世界杯冠军是谁?,1938冠军|意大利卫冕,意大利队卫冕成功，决赛4比2击败匈牙利。,成为世界杯史上首支成功卫冕的球队。,fact,"1938,冠军,意大利,匈牙利","历届,1938,法国",tournament:1938年法国世界杯|team:意大利|team:匈牙利,,入门,1938,1938,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03003,历届世界杯,第03届1938法国,亚军,world_cup,5,1938年世界杯亚军是谁?,1938亚军,匈牙利队获亚军，决赛2比4负意大利。,匈牙利「黄金队」雏形展现进攻威力。,fact,"1938,亚军,匈牙利,决赛","历届,1938,法国",tournament:1938年法国世界杯|team:匈牙利,,入门,1938,1938,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03004,历届世界杯,第03届1938法国,季军,world_cup,5,1938年世界杯季军是谁?,1938第三名,巴西队获季军，三四名决赛4比2胜瑞典。,巴西首次登上世界杯领奖台。,fact,"1938,季军,巴西,瑞典","历届,1938,法国",tournament:1938年法国世界杯|team:巴西|team:瑞典,,入门,1938,1938,南美,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03005,历届世界杯,第03届1938法国,第四名,world_cup,5,1938年世界杯第四名?,1938殿军,瑞典队获第四名，三四名决赛2比4负巴西。,瑞典为北欧当届最佳表现者。,fact,"1938,瑞典,第四名,巴西","历届,1938,法国",tournament:1938年法国世界杯|team:瑞典,,进阶,1938,1938,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03006,历届世界杯,第03届1938法国,参赛规模,world_cup,5,1938年世界杯多少队参赛?,1938参赛队数,共15支球队参赛，奥地利被德国合并后名额空缺。,德奥合并后由德国吸收奥地利球员。,fact,"1938,15队,参赛,德奥","历届,1938,法国",tournament:1938年法国世界杯,,入门,1938,1938,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03007,历届世界杯,第03届1938法国,开幕日期,world_cup,5,1938年世界杯何时开幕?,1938开幕,1938年6月4日开幕，首场比赛在巴黎进行。,赛期约两周半结束。,fact,"1938,6月4日,开幕,巴黎","历届,1938,法国",tournament:1938年法国世界杯,,入门,1938,1938,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03008,历届世界杯,第03届1938法国,闭幕日期,world_cup,5,1938年世界杯何时结束?,1938闭幕,1938年6月19日决赛后闭幕。,决赛在巴黎科隆布体育场举行。,fact,"1938,6月19日,闭幕,决赛","历届,1938,法国",tournament:1938年法国世界杯,,入门,1938,1938,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03009,历届世界杯,第03届1938法国,主办国,world_cup,5,1938年世界杯在哪国举办?,1938主办国,在法国举办，为法国首次主办世界杯。,欧洲连续第二届主办世界杯。,fact,"1938,法国,主办,巴黎","历届,1938,法国",tournament:1938年法国世界杯,,入门,1938,1938,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03010,历届世界杯,第03届1938法国,主办城市,world_cup,5,1938年世界杯主要城市?,1938主办城市,巴黎、马赛、里昂、波尔多等10座城市承办。,决赛在巴黎近郊科隆布。,fact,"1938,巴黎,马赛,十城","历届,1938,法国",tournament:1938年法国世界杯,,入门,1938,1938,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03011,历届世界杯,第03届1938法国,卫冕成功,world_cup,5,1938年谁卫冕世界杯?,1938卫冕,意大利1938年卫冕成功，创世界杯连霸纪录。,直至1958巴西前无第三队连霸。,fact,"1938,意大利,卫冕,连霸","历届,1938,法国",tournament:1938年法国世界杯|team:意大利,,入门,1938,1938,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03012,历届世界杯,第03届1938法国,赛制概览,world_cup,5,1938年世界杯赛制怎样?,1938赛制,15队单败淘汰，首轮即1/8决赛。,与1934类似纯淘汰结构。,fact,"1938,淘汰赛,15队,单败","历届,1938,法国",tournament:1938年法国世界杯,,入门,1938,1938,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03013,历届世界杯,第03届1938法国,三四名赛,world_cup,5,1938年有季军战吗?,1938三四名,有三四名决赛，巴西4比2胜瑞典获季军。,巴西首次获得世界杯奖牌。,fact,"1938,季军战,巴西,瑞典","历届,1938,法国",tournament:1938年法国世界杯,,入门,1938,1938,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03014,历届世界杯,第03届1938法国,总场次,world_cup,5,1938年共踢多少场?,1938场次,共18场比赛，含17场淘汰与1场三四名赛。,15队结构导致首轮有轮空。,fact,"1938,18场,淘汰,轮空","历届,1938,法国",tournament:1938年法国世界杯,,入门,1938,1938,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03015,历届世界杯,第03届1938法国,总进球,world_cup,5,1938年一共进了多少球?,1938总进球,当届共打入84球，场均约4.7球。,进攻型比赛较多。,fact,"1938,84球,进球,场均","历届,1938,法国",tournament:1938年法国世界杯,,进阶,1938,1938,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03016,历届世界杯,第03届1938法国,决赛比分,world_cup,5,1938年决赛比分多少?,1938决赛比分,意大利4比2胜匈牙利。,意大利上下半场各入两球锁定胜局。,fact,"1938,决赛,4比2,意大利","历届,1938,法国",tournament:1938年法国世界杯|team:意大利|team:匈牙利,,入门,1938,1938,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-03017,历届世界杯,第03届1938法国,决赛日期,world_cup,5,1938年决赛哪天?,1938决赛日期,决赛于1938年6月19日在科隆布举行。,意大利完成连霸。,fact,"1938,6月19日,决赛,科隆布","历届,1938,法国",tournament:1938年法国世界杯,,入门,1938,1938,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
