knowledge_id,source_url,collected_at,rewrite_mode,fetch_method,notes
WC-NTEM-00485,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00486,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00487,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00488,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00489,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00490,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00491,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00492,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00493,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00494,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00495,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00496,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00497,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00498,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00499,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00500,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00501,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00502,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00503,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00504,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00505,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00506,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00507,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00508,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00509,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00510,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00511,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00512,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00513,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00514,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00515,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00516,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00517,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00518,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00519,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00520,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00521,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00522,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00523,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00524,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00525,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00526,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00527,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00528,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00529,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00530,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00531,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00532,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00533,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00534,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00535,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00536,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00537,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00538,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00539,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00540,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / AUF official records and historical archives
WC-NTEM-00541,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00542,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00543,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00544,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00545,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00546,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00547,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00548,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00549,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00550,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00551,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00552,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00553,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00554,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00555,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00556,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00557,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00558,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00559,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00560,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00561,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00562,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00563,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00564,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00565,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00566,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00567,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00568,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00569,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00570,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00571,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00572,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00573,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00574,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00575,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00576,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00577,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00578,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00579,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00580,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00581,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00582,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00583,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00584,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00585,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00586,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00587,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00588,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00589,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00590,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00591,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00592,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00593,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00594,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00595,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00596,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00597,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00598,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00599,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00600,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / FPF official records and historical archives
WC-NTEM-00601,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00602,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00603,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00604,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00605,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00606,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00607,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00608,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00609,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00610,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00611,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00612,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00613,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00614,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00615,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00616,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00617,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00618,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00619,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00620,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00621,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00622,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00623,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00624,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00625,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00626,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00627,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00628,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00629,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00630,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00631,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00632,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00633,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00634,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00635,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00636,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00637,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00638,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00639,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00640,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00641,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00642,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00643,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00644,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00645,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00646,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00647,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00648,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00649,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00650,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00651,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00652,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00653,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00654,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00655,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00656,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00657,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00658,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00659,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00660,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / RBFA official records and historical archives
WC-NTEM-00661,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00662,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00663,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00664,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00665,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00666,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00667,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00668,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00669,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00670,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00671,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00672,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00673,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00674,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00675,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00676,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00677,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00678,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00679,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00680,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00681,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00682,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00683,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00684,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00685,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00686,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00687,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00688,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00689,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00690,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00691,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00692,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00693,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00694,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00695,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00696,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00697,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00698,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00699,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00700,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00701,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00702,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00703,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00704,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00705,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00706,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00707,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00708,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00709,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00710,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00711,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00712,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00713,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00714,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00715,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00716,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00717,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00718,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00719,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00720,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / HNS official records and historical archives
WC-NTEM-00721,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / CAF official records and historical archives
WC-NTEM-00722,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / CAF official records and historical archives
WC-NTEM-00723,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / CAF official records and historical archives
WC-NTEM-00724,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / CAF official records and historical archives
WC-NTEM-00725,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / CAF official records and historical archives
WC-NTEM-00726,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / CAF official records and historical archives
WC-NTEM-00727,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / CAF official records and historical archives
WC-NTEM-00728,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / CAF official records and historical archives
WC-NTEM-00729,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / CAF official records and historical archives
WC-NTEM-00730,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / CAF official records and historical archives
WC-NTEM-00731,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / CAF official records and historical archives
WC-NTEM-00732,,2026-06-04,local_structured,none,v1 local structured batch; source_ref=FIFA / CAF official records and historical archives
