id,category_l1,category_l2,category_l3,scope,priority,question,question_aliases,answer_short,answer_detail,answer_format,keywords,tags,entities,related_ids,difficulty,era_start,era_end,region,language,fact_type,confidence,source_type,source_ref,content_flags,updated_at
WC-RECD-00206,纪录与统计,点球纪录,德国,both,4,世界杯德国点球战绩?,德国,德国点球大战胜率较高,德国点球大战胜率较高。,fact,"德国,点球纪录,纪录,世界杯","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00207,纪录与统计,点球纪录,英格兰,both,4,世界杯英格兰点球战绩?,英格兰,英格兰点球大战历史战绩不佳,英格兰点球大战历史战绩不佳。,fact,"英格兰,点球纪录,纪录,世界杯","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00208,纪录与统计,点球纪录,主罚顺序,both,4,世界杯点球主罚统计?,主罚顺序,首个主罚进球率略高于后面,首个主罚进球率略高于后面。,fact,"主罚顺序,点球纪录,纪录,世界杯","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00209,纪录与统计,点球纪录,2022决赛,both,4,世界杯2022决赛点球?,2022决赛,阿根廷点球4-2胜法国,阿根廷点球4-2胜法国。,fact,"2022决赛,点球纪录,纪录,世界杯","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00210,纪录与统计,点球纪录,规则,both,4,世界杯点球进球最多球员?,点球进球,多名球星在世界杯有点球入账，门将扑点亦成纪录。,C罗、梅西均有世界杯点球经历。,fact,"点球,进球,梅西,C罗","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00211,纪录与统计,点球纪录,点球纪录201,both,4,1930年世界杯点球数据?,1930点球,1930年淘汰赛点球场次与命中率见当届技术报告。,乌拉圭该届夺冠。,fact,"1930,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00212,纪录与统计,点球纪录,点球纪录202,both,4,1930年世界杯决赛有点球大战吗?,1930决赛点球,1930年决赛乌拉圭对阿根廷，是否点球见当届赛果。,决赛在蒙得维的亚。,fact,"1930,点球,决赛,乌拉圭","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00213,纪录与统计,点球纪录,点球纪录203,both,4,1934年世界杯点球数据?,1934点球,1934年淘汰赛点球场次与命中率见当届技术报告。,意大利该届夺冠。,fact,"1934,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00214,纪录与统计,点球纪录,点球纪录204,both,4,1934年世界杯决赛有点球大战吗?,1934决赛点球,1934年决赛意大利对捷克斯洛伐克，是否点球见当届赛果。,决赛在罗马。,fact,"1934,点球,决赛,意大利","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00215,纪录与统计,点球纪录,点球纪录205,both,4,1938年世界杯点球数据?,1938点球,1938年淘汰赛点球场次与命中率见当届技术报告。,意大利该届夺冠。,fact,"1938,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00216,纪录与统计,点球纪录,点球纪录206,both,4,1938年世界杯决赛有点球大战吗?,1938决赛点球,1938年决赛意大利对匈牙利，是否点球见当届赛果。,决赛在巴黎。,fact,"1938,点球,决赛,意大利","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00217,纪录与统计,点球纪录,点球纪录207,both,4,1950年世界杯点球数据?,1950点球,1950年淘汰赛点球场次与命中率见当届技术报告。,乌拉圭该届夺冠。,fact,"1950,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00218,纪录与统计,点球纪录,点球纪录208,both,4,1950年世界杯决赛有点球大战吗?,1950决赛点球,1950年决赛乌拉圭对巴西，是否点球见当届赛果。,决赛在里约热内卢。,fact,"1950,点球,决赛,乌拉圭","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00219,纪录与统计,点球纪录,点球纪录209,both,4,1954年世界杯点球数据?,1954点球,1954年淘汰赛点球场次与命中率见当届技术报告。,西德该届夺冠。,fact,"1954,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00220,纪录与统计,点球纪录,点球纪录210,both,4,1954年世界杯决赛有点球大战吗?,1954决赛点球,1954年决赛西德对匈牙利，是否点球见当届赛果。,决赛在伯尔尼。,fact,"1954,点球,决赛,西德","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00221,纪录与统计,点球纪录,点球纪录211,both,4,1958年世界杯点球数据?,1958点球,1958年淘汰赛点球场次与命中率见当届技术报告。,巴西该届夺冠。,fact,"1958,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00222,纪录与统计,点球纪录,点球纪录212,both,4,1958年世界杯决赛有点球大战吗?,1958决赛点球,1958年决赛巴西对瑞典，是否点球见当届赛果。,决赛在斯德哥尔摩。,fact,"1958,点球,决赛,巴西","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00223,纪录与统计,点球纪录,点球纪录213,both,4,1962年世界杯点球数据?,1962点球,1962年淘汰赛点球场次与命中率见当届技术报告。,巴西该届夺冠。,fact,"1962,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00224,纪录与统计,点球纪录,点球纪录214,both,4,1962年世界杯决赛有点球大战吗?,1962决赛点球,1962年决赛巴西对捷克斯洛伐克，是否点球见当届赛果。,决赛在圣地亚哥。,fact,"1962,点球,决赛,巴西","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00225,纪录与统计,点球纪录,点球纪录215,both,4,1966年世界杯点球数据?,1966点球,1966年淘汰赛点球场次与命中率见当届技术报告。,英格兰该届夺冠。,fact,"1966,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00226,纪录与统计,点球纪录,点球纪录216,both,4,1966年世界杯决赛有点球大战吗?,1966决赛点球,1966年决赛英格兰对西德，是否点球见当届赛果。,决赛在伦敦。,fact,"1966,点球,决赛,英格兰","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00227,纪录与统计,点球纪录,点球纪录217,both,4,1970年世界杯点球数据?,1970点球,1970年淘汰赛点球场次与命中率见当届技术报告。,巴西该届夺冠。,fact,"1970,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00228,纪录与统计,点球纪录,点球纪录218,both,4,1970年世界杯决赛有点球大战吗?,1970决赛点球,1970年决赛巴西对意大利，是否点球见当届赛果。,决赛在墨西哥城。,fact,"1970,点球,决赛,巴西","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00229,纪录与统计,点球纪录,点球纪录219,both,4,1974年世界杯点球数据?,1974点球,1974年淘汰赛点球场次与命中率见当届技术报告。,西德该届夺冠。,fact,"1974,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00230,纪录与统计,点球纪录,点球纪录220,both,4,1974年世界杯决赛有点球大战吗?,1974决赛点球,1974年决赛西德对荷兰，是否点球见当届赛果。,决赛在慕尼黑。,fact,"1974,点球,决赛,西德","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00231,纪录与统计,点球纪录,点球纪录221,both,4,1978年世界杯点球数据?,1978点球,1978年淘汰赛点球场次与命中率见当届技术报告。,阿根廷该届夺冠。,fact,"1978,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00232,纪录与统计,点球纪录,点球纪录222,both,4,1978年世界杯决赛有点球大战吗?,1978决赛点球,1978年决赛阿根廷对荷兰，是否点球见当届赛果。,决赛在布宜诺斯艾利斯。,fact,"1978,点球,决赛,阿根廷","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00233,纪录与统计,点球纪录,点球纪录223,both,4,1982年世界杯点球数据?,1982点球,1982年淘汰赛点球场次与命中率见当届技术报告。,意大利该届夺冠。,fact,"1982,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00234,纪录与统计,点球纪录,点球纪录224,both,4,1982年世界杯决赛有点球大战吗?,1982决赛点球,1982年决赛意大利对西德，是否点球见当届赛果。,决赛在马德里。,fact,"1982,点球,决赛,意大利","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00235,纪录与统计,点球纪录,点球纪录225,both,4,1986年世界杯点球数据?,1986点球,1986年淘汰赛点球场次与命中率见当届技术报告。,阿根廷该届夺冠。,fact,"1986,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00236,纪录与统计,点球纪录,点球纪录226,both,4,1986年世界杯决赛有点球大战吗?,1986决赛点球,1986年决赛阿根廷对西德，是否点球见当届赛果。,决赛在墨西哥城。,fact,"1986,点球,决赛,阿根廷","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00237,纪录与统计,点球纪录,点球纪录227,both,4,1990年世界杯点球数据?,1990点球,1990年淘汰赛点球场次与命中率见当届技术报告。,西德该届夺冠。,fact,"1990,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00238,纪录与统计,点球纪录,点球纪录228,both,4,1990年世界杯决赛有点球大战吗?,1990决赛点球,1990年决赛西德对阿根廷，是否点球见当届赛果。,决赛在罗马。,fact,"1990,点球,决赛,西德","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00239,纪录与统计,点球纪录,点球纪录229,both,4,1994年世界杯点球数据?,1994点球,1994年淘汰赛点球场次与命中率见当届技术报告。,巴西该届夺冠。,fact,"1994,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00240,纪录与统计,点球纪录,点球纪录230,both,4,1994年世界杯决赛有点球大战吗?,1994决赛点球,1994年决赛巴西对意大利，是否点球见当届赛果。,决赛在帕萨迪纳。,fact,"1994,点球,决赛,巴西","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00241,纪录与统计,点球纪录,点球纪录231,both,4,1998年世界杯点球数据?,1998点球,1998年淘汰赛点球场次与命中率见当届技术报告。,法国该届夺冠。,fact,"1998,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00242,纪录与统计,点球纪录,点球纪录232,both,4,1998年世界杯决赛有点球大战吗?,1998决赛点球,1998年决赛法国对巴西，是否点球见当届赛果。,决赛在圣但尼。,fact,"1998,点球,决赛,法国","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00243,纪录与统计,点球纪录,点球纪录233,both,4,2002年世界杯点球数据?,2002点球,2002年淘汰赛点球场次与命中率见当届技术报告。,巴西该届夺冠。,fact,"2002,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00244,纪录与统计,点球纪录,点球纪录234,both,4,2002年世界杯决赛有点球大战吗?,2002决赛点球,2002年决赛巴西对德国，是否点球见当届赛果。,决赛在横滨。,fact,"2002,点球,决赛,巴西","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00245,纪录与统计,点球纪录,点球纪录235,both,4,2006年世界杯点球数据?,2006点球,2006年淘汰赛点球场次与命中率见当届技术报告。,意大利该届夺冠。,fact,"2006,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00246,纪录与统计,点球纪录,点球纪录236,both,4,2006年世界杯决赛有点球大战吗?,2006决赛点球,2006年决赛意大利对法国，是否点球见当届赛果。,决赛在柏林。,fact,"2006,点球,决赛,意大利","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00247,纪录与统计,点球纪录,点球纪录237,both,4,2010年世界杯点球数据?,2010点球,2010年淘汰赛点球场次与命中率见当届技术报告。,西班牙该届夺冠。,fact,"2010,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00248,纪录与统计,点球纪录,点球纪录238,both,4,2010年世界杯决赛有点球大战吗?,2010决赛点球,2010年决赛西班牙对荷兰，是否点球见当届赛果。,决赛在约翰内斯堡。,fact,"2010,点球,决赛,西班牙","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00249,纪录与统计,点球纪录,点球纪录239,both,4,2014年世界杯点球数据?,2014点球,2014年淘汰赛点球场次与命中率见当届技术报告。,德国该届夺冠。,fact,"2014,点球,统计,淘汰赛","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00250,纪录与统计,点球纪录,点球纪录240,both,4,2014年世界杯决赛有点球大战吗?,2014决赛点球,2014年决赛德国对阿根廷，是否点球见当届赛果。,决赛在里约热内卢。,fact,"2014,点球,决赛,德国","纪录,点球纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00251,纪录与统计,门将纪录,雅辛,both,4,世界杯唯一门将金球?,雅辛,雅辛1963年唯一获金球奖门将,雅辛1963年唯一获金球奖门将。,fact,"雅辛,门将纪录,纪录,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00252,纪录与统计,门将纪录,布冯,both,4,世界杯布冯零封纪录?,布冯,布冯世界杯多场零封,布冯世界杯多场零封。,fact,"布冯,门将纪录,纪录,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00253,纪录与统计,门将纪录,卡西利亚斯,both,4,世界杯卡西零封?,卡西利亚斯,卡西2010年夺冠多场零封,卡西2010年夺冠多场零封。,fact,"卡西利亚斯,门将纪录,纪录,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00254,纪录与统计,门将纪录,诺伊尔,both,4,世界杯诺伊尔出击?,诺伊尔,诺伊尔重新定义门将清道夫角色,诺伊尔重新定义门将清道夫角色。,fact,"诺伊尔,门将纪录,纪录,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00255,纪录与统计,门将纪录,扑救纪录,both,4,世界杯门将扑救统计?,扑救纪录,世界杯门将扑救数据反映状态,世界杯门将扑救数据反映状态。,fact,"扑救纪录,门将纪录,纪录,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00256,纪录与统计,门将纪录,失球最少,both,4,世界杯夺冠失球最少?,失球最少,意大利2006年失球极少,意大利2006年失球极少。,fact,"失球最少,门将纪录,纪录,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00257,纪录与统计,门将纪录,点球扑救,both,4,世界杯世界杯扑点纪录?,点球扑救,门将扑点是点球大战关键,门将扑点是点球大战关键。,fact,"点球扑救,门将纪录,纪录,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00258,纪录与统计,门将纪录,出击失误,both,4,世界杯门将出击失误?,出击失误,出击时机不当可能导致失球,出击时机不当可能导致失球。,fact,"出击失误,门将纪录,纪录,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00259,纪录与统计,门将纪录,年龄纪录,both,4,世界杯最年长门将?,年龄纪录,哈达里45岁出场创纪录,哈达里45岁出场创纪录。,fact,"年龄纪录,门将纪录,纪录,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00260,纪录与统计,门将纪录,替补门将,both,4,世界杯替补门将上场?,替补门将,伤病导致替补门将临危受命,伤病导致替补门将临危受命。,fact,"替补门将,门将纪录,纪录,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00261,纪录与统计,门将纪录,门将纪录251,both,4,世界杯零封纪录?,零封纪录,门将零封场次是世界杯重要统计，布冯、卡西等多次零封。,淘汰赛零封价值更高。,fact,"零封,门将,布冯,纪录","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00262,纪录与统计,门将纪录,门将纪录252,both,4,最年长门将是什么?,最年长门将,哈达里2018年45岁出场为最年长世界杯球员兼门将。,埃及该届小组赛。,fact,"哈达里,门将,45岁,2018","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00263,纪录与统计,门将纪录,门将纪录253,both,4,布冯世界杯零封表现如何?,布冯零封,布冯在世界杯担任门将，零封场次为重要统计。,顶级门将对球队淘汰赛至关重要。,fact,"布冯,门将,零封,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00264,纪录与统计,门将纪录,门将纪录254,both,4,卡西利亚斯世界杯零封表现如何?,卡西利亚斯零封,卡西利亚斯在世界杯担任门将，零封场次为重要统计。,顶级门将对球队淘汰赛至关重要。,fact,"卡西利亚斯,门将,零封,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00265,纪录与统计,门将纪录,门将纪录255,both,4,诺伊尔世界杯零封表现如何?,诺伊尔零封,诺伊尔在世界杯担任门将，零封场次为重要统计。,顶级门将对球队淘汰赛至关重要。,fact,"诺伊尔,门将,零封,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00266,纪录与统计,门将纪录,门将纪录256,both,4,舒梅切尔世界杯零封表现如何?,舒梅切尔零封,舒梅切尔在世界杯担任门将，零封场次为重要统计。,顶级门将对球队淘汰赛至关重要。,fact,"舒梅切尔,门将,零封,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00267,纪录与统计,门将纪录,门将纪录257,both,4,奇拉维特世界杯零封表现如何?,奇拉维特零封,奇拉维特在世界杯担任门将，零封场次为重要统计。,顶级门将对球队淘汰赛至关重要。,fact,"奇拉维特,门将,零封,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00268,纪录与统计,门将纪录,门将纪录258,both,4,巴特兹世界杯零封表现如何?,巴特兹零封,巴特兹在世界杯担任门将，零封场次为重要统计。,顶级门将对球队淘汰赛至关重要。,fact,"巴特兹,门将,零封,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00269,纪录与统计,门将纪录,门将纪录259,both,4,范德萨世界杯零封表现如何?,范德萨零封,范德萨在世界杯担任门将，零封场次为重要统计。,顶级门将对球队淘汰赛至关重要。,fact,"范德萨,门将,零封,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00270,纪录与统计,门将纪录,门将纪录260,both,4,塞萨尔世界杯零封表现如何?,塞萨尔零封,塞萨尔在世界杯担任门将，零封场次为重要统计。,顶级门将对球队淘汰赛至关重要。,fact,"塞萨尔,门将,零封,世界杯","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00271,纪录与统计,门将纪录,门将纪录261,both,4,1930年世界杯金手套门将?,1930金手套,1930年FIFA金手套授予当届最佳门将，乌拉圭门将表现突出。,决赛在蒙得维的亚举行。,fact,"1930,金手套,门将,乌拉圭","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00272,纪录与统计,门将纪录,门将纪录262,both,4,1930年世界杯门将零封场次?,1930零封,1930年乌拉圭世界杯门将零封数据见FIFA报告。,冠军乌拉圭。,fact,"1930,零封,门将,统计","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00273,纪录与统计,门将纪录,门将纪录263,both,4,1934年世界杯金手套门将?,1934金手套,1934年FIFA金手套授予当届最佳门将，意大利门将表现突出。,决赛在罗马举行。,fact,"1934,金手套,门将,意大利","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00274,纪录与统计,门将纪录,门将纪录264,both,4,1934年世界杯门将零封场次?,1934零封,1934年意大利世界杯门将零封数据见FIFA报告。,冠军意大利。,fact,"1934,零封,门将,统计","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00275,纪录与统计,门将纪录,门将纪录265,both,4,1938年世界杯金手套门将?,1938金手套,1938年FIFA金手套授予当届最佳门将，意大利门将表现突出。,决赛在巴黎举行。,fact,"1938,金手套,门将,意大利","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00276,纪录与统计,门将纪录,门将纪录266,both,4,1938年世界杯门将零封场次?,1938零封,1938年法国世界杯门将零封数据见FIFA报告。,冠军意大利。,fact,"1938,零封,门将,统计","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00277,纪录与统计,门将纪录,门将纪录267,both,4,1950年世界杯金手套门将?,1950金手套,1950年FIFA金手套授予当届最佳门将，乌拉圭门将表现突出。,决赛在里约热内卢举行。,fact,"1950,金手套,门将,乌拉圭","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00278,纪录与统计,门将纪录,门将纪录268,both,4,1950年世界杯门将零封场次?,1950零封,1950年巴西世界杯门将零封数据见FIFA报告。,冠军乌拉圭。,fact,"1950,零封,门将,统计","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00279,纪录与统计,门将纪录,门将纪录269,both,4,1954年世界杯金手套门将?,1954金手套,1954年FIFA金手套授予当届最佳门将，西德门将表现突出。,决赛在伯尔尼举行。,fact,"1954,金手套,门将,西德","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00280,纪录与统计,门将纪录,门将纪录270,both,4,1954年世界杯门将零封场次?,1954零封,1954年瑞士世界杯门将零封数据见FIFA报告。,冠军西德。,fact,"1954,零封,门将,统计","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00281,纪录与统计,门将纪录,门将纪录271,both,4,1958年世界杯金手套门将?,1958金手套,1958年FIFA金手套授予当届最佳门将，巴西门将表现突出。,决赛在斯德哥尔摩举行。,fact,"1958,金手套,门将,巴西","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00282,纪录与统计,门将纪录,门将纪录272,both,4,1958年世界杯门将零封场次?,1958零封,1958年瑞典世界杯门将零封数据见FIFA报告。,冠军巴西。,fact,"1958,零封,门将,统计","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00283,纪录与统计,门将纪录,门将纪录273,both,4,1962年世界杯金手套门将?,1962金手套,1962年FIFA金手套授予当届最佳门将，巴西门将表现突出。,决赛在圣地亚哥举行。,fact,"1962,金手套,门将,巴西","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00284,纪录与统计,门将纪录,门将纪录274,both,4,1962年世界杯门将零封场次?,1962零封,1962年智利世界杯门将零封数据见FIFA报告。,冠军巴西。,fact,"1962,零封,门将,统计","纪录,门将纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
